Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,segmento
CUST500,307,1,100,1,3,2,132,6,En riesgo
CUST501,233,1,60,2,3,2,232,7,En riesgo
CUST502,275,1,150,2,3,3,233,8,En riesgo
CUST503,69,1,2000,5,3,5,535,13,Cliente leal
CUST504,231,1,150,2,3,3,233,8,En riesgo
CUST505,347,1,50,1,3,1,131,5,En riesgo
CUST506,311,1,1500,1,3,5,135,9,En riesgo
CUST507,61,1,1500,5,3,5,535,13,Cliente leal
CUST508,144,1,600,4,3,4,434,11,Cliente leal
CUST509,190,1,900,3,3,4,334,10,Cliente leal
CUST510,206,1,200,3,3,3,333,9,Cliente leal
CUST511,143,1,100,4,3,2,432,9,Cliente leal
CUST512,56,1,25,5,3,1,531,9,Cliente leal
CUST513,105,1,100,4,3,2,432,9,Cliente leal
CUST514,307,1,300,1,3,4,134,8,En riesgo
CUST515,169,1,900,3,3,4,334,10,Cliente leal
CUST516,71,1,100,5,3,2,532,10,Cliente leal
CUST517,269,1,100,2,3,2,232,7,En riesgo
CUST518,236,1,30,2,3,1,231,6,En riesgo
CUST519,344,1,120,1,3,3,133,7,En riesgo
CUST520,4,1,100,5,3,2,532,10,Cliente leal
CUST521,143,1,120,4,3,3,433,10,Cliente leal
CUST522,366,1,1500,1,3,5,135,9,En riesgo
CUST523,100,1,300,4,3,4,434,11,Cliente leal
CUST524,91,1,1200,4,3,5,435,12,Cliente leal
CUST525,15,1,50,5,3,1,531,9,Cliente leal
CUST526,23,1,100,5,3,2,532,10,Cliente leal
CUST527,266,1,50,2,3,1,231,6,En riesgo
CUST528,180,1,60,3,3,2,332,8,Cliente leal
CUST529,146,1,150,4,3,3,433,10,Cliente leal
CUST530,331,1,120,1,3,3,133,7,En riesgo
CUST531,26,1,500,5,3,4,534,12,Cliente leal
CUST532,197,1,120,3,3,3,333,9,Cliente leal
CUST533,47,1,1500,5,3,5,535,13,Cliente leal
CUST534,206,1,1000,3,3,4,334,10,Cliente leal
CUST535,27,1,90,5,3,2,532,10,Cliente leal
CUST536,303,1,120,1,3,3,133,7,En riesgo
CUST537,213,1,500,3,3,4,334,10,Cliente leal
CUST538,107,1,150,4,3,3,433,10,Cliente leal
CUST539,208,1,500,3,3,4,334,10,Cliente leal
CUST540,25,1,900,5,3,4,534,12,Cliente leal
CUST541,157,1,500,3,3,4,334,10,Cliente leal
CUST542,199,1,50,3,3,1,331,7,Cliente leal
CUST543,160,1,600,3,3,4,334,10,Cliente leal
CUST544,10,1,25,5,3,1,531,9,Cliente leal
CUST545,215,1,50,3,3,1,331,7,Cliente leal
CUST546,83,1,200,4,3,3,433,10,Cliente leal
CUST547,301,1,2000,1,3,5,135,9,En riesgo
CUST548,268,1,60,2,3,2,232,7,En riesgo
CUST549,151,1,100,3,3,2,332,8,Cliente leal
CUST550,26,1,900,5,3,4,534,12,Cliente leal
CUST551,172,1,900,3,3,4,334,10,Cliente leal
CUST552,20,1,75,5,3,2,532,10,Cliente leal
CUST553,277,1,1200,2,3,5,235,10,En riesgo
CUST554,51,1,150,5,3,3,533,11,Cliente leal
CUST555,75,1,300,4,3,4,434,11,Cliente leal
CUST556,212,1,50,3,3,1,331,7,Cliente leal
CUST557,159,1,90,3,3,2,332,8,Cliente leal
CUST558,86,1,25,4,3,1,431,8,Cliente leal
CUST559,366,1,1200,1,3,5,135,9,En riesgo
CUST560,211,1,50,3,3,1,331,7,Cliente leal
CUST561,220,1,2000,3,3,5,335,11,Cliente leal
CUST562,259,1,50,2,3,1,231,6,En riesgo
CUST563,146,1,60,4,3,2,432,9,Cliente leal
CUST564,70,1,100,5,3,2,532,10,Cliente leal
CUST565,56,1,60,5,3,2,532,10,Cliente leal
CUST566,31,1,30,5,3,1,531,9,Cliente leal
CUST567,202,1,900,3,3,4,334,10,Cliente leal
CUST568,128,1,300,4,3,4,434,11,Cliente leal
CUST569,140,1,200,4,3,3,433,10,Cliente leal
CUST570,140,1,500,4,3,4,434,11,Cliente leal
CUST571,21,1,50,5,3,1,531,9,Cliente leal
CUST572,257,1,2000,2,3,5,235,10,En riesgo
CUST573,105,1,60,4,3,2,432,9,Cliente leal
CUST574,124,1,50,4,3,1,431,8,Cliente leal
CUST575,280,1,100,2,3,2,232,7,En riesgo
CUST576,29,1,150,5,3,3,533,11,Cliente leal
CUST577,323,1,2000,1,3,5,135,9,En riesgo
CUST578,221,1,120,3,3,3,333,9,Cliente leal
CUST579,103,1,30,4,3,1,431,8,Cliente leal
CUST580,27,1,1500,5,3,5,535,13,Cliente leal
CUST581,42,1,60,5,3,2,532,10,Cliente leal
CUST582,49,1,900,5,3,4,534,12,Cliente leal
CUST583,195,1,100,3,3,2,332,8,Cliente leal
CUST584,319,1,200,1,3,3,133,7,En riesgo
CUST585,246,1,25,2,3,1,231,6,En riesgo
CUST586,22,1,50,5,3,1,531,9,Cliente leal
CUST587,208,1,1200,3,3,5,335,11,Cliente leal
CUST588,251,1,60,2,3,2,232,7,En riesgo
CUST589,265,1,1000,2,3,4,234,9,En riesgo
CUST590,291,1,900,1,3,4,134,8,En riesgo
CUST591,354,1,100,1,3,2,132,6,En riesgo
CUST592,343,1,2000,1,3,5,135,9,En riesgo
CUST593,241,1,60,2,3,2,232,7,En riesgo
CUST594,123,1,600,4,3,4,434,11,Cliente leal
CUST595,54,1,2000,5,3,5,535,13,Cliente leal
CUST596,329,1,300,1,3,4,134,8,En riesgo
CUST597,133,1,1200,4,3,5,435,12,Cliente leal
CUST598,154,1,120,3,3,3,333,9,Cliente leal
CUST599,44,1,100,5,3,2,532,10,Cliente leal
CUST600,72,1,1000,5,4,4,544,13,Campeon
CUST601,267,1,30,2,4,1,241,7,En riesgo
CUST602,10,1,300,5,4,4,544,13,Campeon
CUST603,170,1,90,3,4,2,342,9,Cliente leal
CUST604,113,1,200,4,4,3,443,11,Cliente leal
CUST605,162,1,1000,3,4,4,344,11,Cliente leal
CUST606,242,1,50,2,4,1,241,7,En riesgo
CUST607,291,1,75,1,4,2,142,7,En riesgo
CUST608,31,1,1500,5,4,5,545,14,Campeon
CUST609,14,1,100,5,4,2,542,11,Cliente leal
CUST610,364,1,600,1,4,4,144,9,En riesgo
CUST611,312,1,1500,1,4,5,145,10,En riesgo
CUST612,149,1,500,3,4,4,344,11,Cliente leal
CUST613,254,1,90,2,4,2,242,8,En riesgo
CUST614,276,1,1200,2,4,5,245,11,En riesgo
CUST615,10,1,100,5,4,2,542,11,Cliente leal
CUST616,101,1,100,4,4,2,442,10,Cliente leal
CUST617,129,1,30,4,4,1,441,9,Cliente leal
CUST618,341,1,50,1,4,1,141,6,En riesgo
CUST619,81,1,100,4,4,2,442,10,Cliente leal
CUST620,239,1,75,2,4,2,242,8,En riesgo
CUST621,304,1,1000,1,4,4,144,9,En riesgo
CUST622,133,1,75,4,4,2,442,10,Cliente leal
CUST623,298,1,150,1,4,3,143,8,En riesgo
CUST624,129,1,900,4,4,4,444,12,Campeon
CUST625,25,1,300,5,4,4,544,13,Campeon
CUST626,95,1,2000,4,4,5,445,13,Campeon
CUST627,80,1,50,4,4,1,441,9,Cliente leal
CUST628,62,1,200,5,4,3,543,12,Cliente leal
CUST629,204,1,50,3,4,1,341,8,Cliente leal
CUST630,140,1,100,4,4,2,442,10,Cliente leal
CUST631,53,1,90,5,4,2,542,11,Cliente leal
CUST632,108,1,100,4,4,2,442,10,Cliente leal
CUST633,148,1,120,3,4,3,343,10,Cliente leal
CUST634,86,1,2000,4,4,5,445,13,Campeon
CUST635,138,1,900,4,4,4,444,12,Campeon
CUST636,285,1,1500,2,4,5,245,11,En riesgo
CUST637,123,1,600,4,4,4,444,12,Campeon
CUST638,136,1,500,4,4,4,444,12,Campeon
CUST639,234,1,200,2,4,3,243,9,En riesgo
CUST640,240,1,120,2,4,3,243,9,En riesgo
CUST641,40,1,300,5,4,4,544,13,Campeon
CUST642,225,1,100,2,4,2,242,8,En riesgo
CUST643,100,1,90,4,4,2,442,10,Cliente leal
CUST644,118,1,75,4,4,2,442,10,Cliente leal
CUST645,46,1,120,5,4,3,543,12,Cliente leal
CUST646,244,1,90,2,4,2,242,8,En riesgo
CUST647,226,1,1500,2,4,5,245,11,En riesgo
CUST648,141,1,1200,4,4,5,445,13,Campeon
CUST649,327,1,600,1,4,4,144,9,En riesgo
CUST650,1,1,30,5,4,1,541,10,Cliente leal
CUST651,220,1,150,3,4,3,343,10,Cliente leal
CUST652,246,1,100,2,4,2,242,8,En riesgo
CUST653,227,1,75,2,4,2,242,8,En riesgo
CUST654,195,1,75,3,4,2,342,9,Cliente leal
CUST655,203,1,500,3,4,4,344,11,Cliente leal
CUST656,90,1,90,4,4,2,442,10,Cliente leal
CUST657,325,1,25,1,4,1,141,6,En riesgo
CUST658,296,1,25,1,4,1,141,6,En riesgo
CUST659,289,1,30,2,4,1,241,7,En riesgo
CUST660,248,1,1000,2,4,4,244,10,En riesgo
CUST661,170,1,100,3,4,2,342,9,Cliente leal
CUST662,11,1,1000,5,4,4,544,13,Campeon
CUST663,288,1,1200,2,4,5,245,11,En riesgo
CUST664,5,1,2000,5,4,5,545,14,Campeon
CUST665,257,1,50,2,4,1,241,7,En riesgo
CUST666,334,1,150,1,4,3,143,8,En riesgo
CUST667,154,1,500,3,4,4,344,11,Cliente leal
CUST668,158,1,150,3,4,3,343,10,Cliente leal
CUST669,197,1,1200,3,4,5,345,12,Cliente leal
CUST670,89,1,30,4,4,1,441,9,Cliente leal
CUST671,128,1,150,4,4,3,443,11,Cliente leal
CUST672,154,1,100,3,4,2,342,9,Cliente leal
CUST673,335,1,1500,1,4,5,145,10,En riesgo
CUST674,261,1,300,2,4,4,244,10,En riesgo
CUST675,151,1,60,3,4,2,342,9,Cliente leal
CUST676,167,1,1500,3,4,5,345,12,Cliente leal
CUST677,67,1,1500,5,4,5,545,14,Campeon
CUST678,10,1,900,5,4,4,544,13,Campeon
CUST679,356,1,90,1,4,2,142,7,En riesgo
CUST680,72,1,900,5,4,4,544,13,Campeon
CUST681,172,1,60,3,4,2,342,9,Cliente leal
CUST682,122,1,1200,4,4,5,445,13,Campeon
CUST683,363,1,1000,1,4,4,144,9,En riesgo
CUST684,186,1,1000,3,4,4,344,11,Cliente leal
CUST685,214,1,50,3,4,1,341,8,Cliente leal
CUST686,167,1,200,3,4,3,343,10,Cliente leal
CUST687,152,1,300,3,4,4,344,11,Cliente leal
CUST688,91,1,100,4,4,2,442,10,Cliente leal
CUST689,87,1,100,4,4,2,442,10,Cliente leal
CUST690,58,1,900,5,4,4,544,13,Campeon
CUST691,254,1,90,2,4,2,242,8,En riesgo
CUST692,117,1,100,4,4,2,442,10,Cliente leal
CUST693,254,1,1500,2,4,5,245,11,En riesgo
CUST694,227,1,50,2,4,1,241,7,En riesgo
CUST695,143,1,150,4,4,3,443,11,Cliente leal
CUST696,118,1,200,4,4,3,443,11,Cliente leal
CUST697,352,1,500,1,4,4,144,9,En riesgo
CUST698,167,1,300,3,4,4,344,11,Cliente leal
CUST699,194,1,120,3,4,3,343,10,Cliente leal
CUST700,24,1,2000,5,4,5,545,14,Campeon
CUST701,19,1,60,5,4,2,542,11,Cliente leal
CUST702,159,1,600,3,4,4,344,11,Cliente leal
CUST703,282,1,100,2,4,2,242,8,En riesgo
CUST704,127,1,90,4,4,2,442,10,Cliente leal
CUST705,301,1,50,1,4,1,141,6,En riesgo
CUST706,48,1,100,5,4,2,542,11,Cliente leal
CUST707,93,1,500,4,4,4,444,12,Campeon
CUST708,353,1,900,1,4,4,144,9,En riesgo
CUST709,165,1,1000,3,4,4,344,11,Cliente leal
CUST710,63,1,1500,5,4,5,545,14,Campeon
CUST711,78,1,1500,4,4,5,445,13,Campeon
CUST712,27,1,50,5,4,1,541,10,Cliente leal
CUST713,353,1,75,1,4,2,142,7,En riesgo
CUST714,324,1,500,1,4,4,144,9,En riesgo
CUST715,37,1,100,5,4,2,542,11,Cliente leal
CUST716,147,1,1200,4,4,5,445,13,Campeon
CUST717,297,1,500,1,4,4,144,9,En riesgo
CUST718,130,1,75,4,4,2,442,10,Cliente leal
CUST719,273,1,60,2,4,2,242,8,En riesgo
CUST720,341,1,1500,1,4,5,145,10,En riesgo
CUST721,233,1,500,2,4,4,244,10,En riesgo
CUST722,172,1,900,3,4,4,344,11,Cliente leal
CUST723,199,1,200,3,4,3,343,10,Cliente leal
CUST724,258,1,150,2,4,3,243,9,En riesgo
CUST725,134,1,300,4,4,4,444,12,Campeon
CUST726,199,1,1200,3,4,5,345,12,Cliente leal
CUST727,194,1,900,3,4,4,344,11,Cliente leal
CUST728,172,1,150,3,4,3,343,10,Cliente leal
CUST729,224,1,1200,3,4,5,345,12,Cliente leal
CUST730,151,1,50,3,4,1,341,8,Cliente leal
CUST731,237,1,2000,2,4,5,245,11,En riesgo
CUST732,325,1,1000,1,4,4,144,9,En riesgo
CUST733,126,1,30,4,4,1,441,9,Cliente leal
CUST734,357,1,30,1,4,1,141,6,En riesgo
CUST735,90,1,2000,4,4,5,445,13,Campeon
CUST736,340,1,100,1,4,2,142,7,En riesgo
CUST737,187,1,50,3,4,1,341,8,Cliente leal
CUST738,252,1,100,2,4,2,242,8,En riesgo
CUST739,34,1,25,5,4,1,541,10,Cliente leal
CUST740,331,1,200,1,4,3,143,8,En riesgo
CUST741,33,1,300,5,4,4,544,13,Campeon
CUST742,346,1,2000,1,4,5,145,10,En riesgo
CUST743,351,1,2000,1,4,5,145,10,En riesgo
CUST744,240,1,25,2,4,1,241,7,En riesgo
CUST745,264,1,100,2,4,2,242,8,En riesgo
CUST746,356,1,90,1,4,2,142,7,En riesgo
CUST747,48,1,30,5,4,1,541,10,Cliente leal
CUST748,288,1,150,2,4,3,243,9,En riesgo
CUST749,244,1,30,2,4,1,241,7,En riesgo
CUST750,302,1,75,1,4,2,142,7,En riesgo
CUST751,124,1,50,4,4,1,441,9,Cliente leal
CUST752,24,1,100,5,4,2,542,11,Cliente leal
CUST753,308,1,30,1,4,1,141,6,En riesgo
CUST754,78,1,100,4,4,2,442,10,Cliente leal
CUST755,255,1,75,2,4,2,242,8,En riesgo
CUST756,128,1,1200,4,4,5,445,13,Campeon
CUST757,8,1,1200,5,4,5,545,14,Campeon
CUST758,235,1,100,2,4,2,242,8,En riesgo
CUST759,178,1,100,3,4,2,342,9,Cliente leal
CUST760,281,1,500,2,4,4,244,10,En riesgo
CUST761,56,1,500,5,4,4,544,13,Campeon
CUST762,56,1,50,5,4,1,541,10,Cliente leal
CUST763,308,1,50,1,4,1,141,6,En riesgo
CUST764,283,1,25,2,4,1,241,7,En riesgo
CUST765,207,1,200,3,4,3,343,10,Cliente leal
CUST766,311,1,900,1,4,4,144,9,En riesgo
CUST767,70,1,75,5,4,2,542,11,Cliente leal
CUST768,353,1,75,1,4,2,142,7,En riesgo
CUST769,207,1,120,3,4,3,343,10,Cliente leal
CUST770,72,1,50,5,4,1,541,10,Cliente leal
CUST771,20,1,50,5,4,1,541,10,Cliente leal
CUST772,174,1,30,3,4,1,341,8,Cliente leal
CUST773,163,1,2000,3,4,5,345,12,Cliente leal
CUST774,265,1,50,2,4,1,241,7,En riesgo
CUST775,328,1,100,1,4,2,142,7,En riesgo
CUST776,63,1,90,5,4,2,542,11,Cliente leal
CUST777,13,1,150,5,4,3,543,12,Cliente leal
CUST778,45,1,100,5,4,2,542,11,Cliente leal
CUST779,242,1,1000,2,4,4,244,10,En riesgo
CUST780,314,1,50,1,4,1,141,6,En riesgo
CUST781,10,1,500,5,4,4,544,13,Campeon
CUST782,212,1,900,3,4,4,344,11,Cliente leal
CUST783,16,1,300,5,4,4,544,13,Campeon
CUST784,59,1,500,5,4,4,544,13,Campeon
CUST785,305,1,200,1,4,3,143,8,En riesgo
CUST786,77,1,100,4,4,2,442,10,Cliente leal
CUST787,345,1,25,1,4,1,141,6,En riesgo
CUST788,189,1,900,3,4,4,344,11,Cliente leal
CUST789,94,1,2000,4,4,5,445,13,Campeon
CUST790,147,1,25,4,4,1,441,9,Cliente leal
CUST791,28,1,25,5,4,1,541,10,Cliente leal
CUST792,177,1,50,3,4,1,341,8,Cliente leal
CUST793,331,1,30,1,4,1,141,6,En riesgo
CUST794,107,1,300,4,4,4,444,12,Campeon
CUST795,35,1,300,5,4,4,544,13,Campeon
CUST796,192,1,120,3,4,3,343,10,Cliente leal
CUST797,360,1,75,1,4,2,142,7,En riesgo
CUST798,151,1,50,3,4,1,341,8,Cliente leal
CUST799,116,1,100,4,4,2,442,10,Cliente leal
CUST800,312,1,1200,1,5,5,155,11,En riesgo
CUST801,145,1,200,4,5,3,453,12,Cliente leal
CUST802,181,1,30,3,5,1,351,9,Cliente leal
CUST803,41,1,100,5,5,2,552,12,Cliente leal
CUST804,131,1,30,4,5,1,451,10,Cliente leal
CUST805,4,1,1500,5,5,5,555,15,Campeon
CUST806,288,1,900,2,5,4,254,11,En riesgo
CUST807,144,1,200,4,5,3,453,12,Cliente leal
CUST808,276,1,2000,2,5,5,255,12,En riesgo
CUST809,99,1,100,4,5,2,452,11,Cliente leal
CUST810,33,1,100,5,5,2,552,12,Cliente leal
CUST811,228,1,50,2,5,1,251,8,En riesgo
CUST812,51,1,75,5,5,2,552,12,Cliente leal
CUST813,91,1,150,4,5,3,453,12,Cliente leal
CUST814,119,1,500,4,5,4,454,13,Campeon
CUST815,128,1,75,4,5,2,452,11,Cliente leal
CUST816,143,1,1000,4,5,4,454,13,Campeon
CUST817,63,1,200,5,5,3,553,13,Cliente leal
CUST818,229,1,500,2,5,4,254,11,En riesgo
CUST819,201,1,100,3,5,2,352,10,Cliente leal
CUST820,241,1,200,2,5,3,253,10,En riesgo
CUST821,322,1,300,1,5,4,154,10,En riesgo
CUST822,224,1,150,3,5,3,353,11,Cliente leal
CUST823,136,1,100,4,5,2,452,11,Cliente leal
CUST824,242,1,120,2,5,3,253,10,En riesgo
CUST825,129,1,25,4,5,1,451,10,Cliente leal
CUST826,75,1,300,4,5,4,454,13,Campeon
CUST827,54,1,900,5,5,4,554,14,Campeon
CUST828,24,1,1200,5,5,5,555,15,Campeon
CUST829,172,1,90,3,5,2,352,10,Cliente leal
CUST830,194,1,150,3,5,3,353,11,Cliente leal
CUST831,352,1,100,1,5,2,152,8,En riesgo
CUST832,113,1,2000,4,5,5,455,14,Campeon
CUST833,200,1,200,3,5,3,353,11,Cliente leal
CUST834,273,1,60,2,5,2,252,9,En riesgo
CUST835,117,1,200,4,5,3,453,12,Cliente leal
CUST836,258,1,50,2,5,1,251,8,En riesgo
CUST837,185,1,90,3,5,2,352,10,Cliente leal
CUST838,234,1,600,2,5,4,254,11,En riesgo
CUST839,192,1,1200,3,5,5,355,13,Cliente leal
CUST840,223,1,50,3,5,1,351,9,Cliente leal
CUST841,61,1,100,5,5,2,552,12,Cliente leal
CUST842,7,1,600,5,5,4,554,14,Campeon
CUST843,225,1,1500,2,5,5,255,12,En riesgo
CUST844,82,1,150,4,5,3,453,12,Cliente leal
CUST845,361,1,500,1,5,4,154,10,En riesgo
CUST846,102,1,50,4,5,1,451,10,Cliente leal
CUST847,269,1,1200,2,5,5,255,12,En riesgo
CUST848,323,1,75,1,5,2,152,8,En riesgo
CUST849,243,1,50,2,5,1,251,8,En riesgo
CUST850,158,1,1000,3,5,4,354,12,Cliente leal
CUST851,116,1,50,4,5,1,451,10,Cliente leal
CUST852,82,1,300,4,5,4,454,13,Campeon
CUST853,243,1,1000,2,5,4,254,11,En riesgo
CUST854,13,1,50,5,5,1,551,11,Cliente leal
CUST855,123,1,25,4,5,1,451,10,Cliente leal
CUST856,36,1,120,5,5,3,553,13,Cliente leal
CUST857,2,1,50,5,5,1,551,11,Cliente leal
CUST858,115,1,100,4,5,2,452,11,Cliente leal
CUST859,137,1,1500,4,5,5,455,14,Campeon
CUST860,358,1,200,1,5,3,153,9,En riesgo
CUST861,319,1,90,1,5,2,152,8,En riesgo
CUST862,216,1,1200,3,5,5,355,13,Cliente leal
CUST863,253,1,50,2,5,1,251,8,En riesgo
CUST864,159,1,500,3,5,4,354,12,Cliente leal
CUST865,12,1,300,5,5,4,554,14,Campeon
CUST866,242,1,50,2,5,1,251,8,En riesgo
CUST867,210,1,500,3,5,4,354,12,Cliente leal
CUST868,27,1,300,5,5,4,554,14,Campeon
CUST869,69,1,1500,5,5,5,555,15,Campeon
CUST870,178,1,120,3,5,3,353,11,Cliente leal
CUST871,124,1,60,4,5,2,452,11,Cliente leal
CUST872,83,1,75,4,5,2,452,11,Cliente leal
CUST873,95,1,100,4,5,2,452,11,Cliente leal
CUST874,190,1,30,3,5,1,351,9,Cliente leal
CUST875,149,1,2000,3,5,5,355,13,Cliente leal
CUST876,85,1,120,4,5,3,453,12,Cliente leal
CUST877,197,1,25,3,5,1,351,9,Cliente leal
CUST878,186,1,30,3,5,1,351,9,Cliente leal
CUST879,7,1,30,5,5,1,551,11,Cliente leal
CUST880,134,1,1000,4,5,4,454,13,Campeon
CUST881,228,1,300,2,5,4,254,11,En riesgo
CUST882,210,1,50,3,5,1,351,9,Cliente leal
CUST883,238,1,500,2,5,4,254,11,En riesgo
CUST884,248,1,60,2,5,2,252,9,En riesgo
CUST885,305,1,120,1,5,3,153,9,En riesgo
CUST886,268,1,900,2,5,4,254,11,En riesgo
CUST887,205,1,100,3,5,2,352,10,Cliente leal
CUST888,305,1,100,1,5,2,152,8,En riesgo
CUST889,92,1,50,4,5,1,451,10,Cliente leal
CUST890,13,1,50,5,5,1,551,11,Cliente leal
CUST891,272,1,900,2,5,4,254,11,En riesgo
CUST892,268,1,50,2,5,1,251,8,En riesgo
CUST893,256,1,50,2,5,1,251,8,En riesgo
CUST894,119,1,30,4,5,1,451,10,Cliente leal
CUST895,225,1,120,2,5,3,253,10,En riesgo
CUST896,65,1,50,5,5,1,551,11,Cliente leal
CUST897,98,1,100,4,5,2,452,11,Cliente leal
CUST898,61,1,90,5,5,2,552,12,Cliente leal
CUST899,222,1,600,3,5,4,354,12,Cliente leal
CUST900,315,1,60,1,5,2,152,8,En riesgo
CUST901,267,1,30,2,5,1,251,8,En riesgo
CUST902,215,1,50,3,5,1,351,9,Cliente leal
CUST903,250,1,200,2,5,3,253,10,En riesgo
CUST904,182,1,500,3,5,4,354,12,Cliente leal
CUST905,275,1,300,2,5,4,254,11,En riesgo
CUST906,212,1,50,3,5,1,351,9,Cliente leal
CUST907,359,1,25,1,5,1,151,7,En riesgo
CUST908,4,1,1200,5,5,5,555,15,Campeon
CUST909,93,1,300,4,5,4,454,13,Campeon
CUST910,302,1,150,1,5,3,153,9,En riesgo
CUST911,226,1,900,2,5,4,254,11,En riesgo
CUST912,343,1,150,1,5,3,153,9,En riesgo
CUST913,339,1,90,1,5,2,152,8,En riesgo
CUST914,83,1,500,4,5,4,454,13,Campeon
CUST915,217,1,90,3,5,2,352,10,Cliente leal
CUST916,9,1,50,5,5,1,551,11,Cliente leal
CUST917,302,1,200,1,5,3,153,9,En riesgo
CUST918,40,1,90,5,5,2,552,12,Cliente leal
CUST919,115,1,50,4,5,1,451,10,Cliente leal
CUST920,314,1,75,1,5,2,152,8,En riesgo
CUST921,360,1,75,1,5,2,152,8,En riesgo
CUST922,73,1,50,4,5,1,451,10,Cliente leal
CUST923,221,1,900,3,5,4,354,12,Cliente leal
CUST924,126,1,100,4,5,2,452,11,Cliente leal
CUST925,121,1,300,4,5,4,454,13,Campeon
CUST926,141,1,30,4,5,1,451,10,Cliente leal
CUST927,192,1,2000,3,5,5,355,13,Cliente leal
CUST928,272,1,1200,2,5,5,255,12,En riesgo
CUST929,340,1,75,1,5,2,152,8,En riesgo
CUST930,237,1,200,2,5,3,253,10,En riesgo
CUST931,122,1,120,4,5,3,453,12,Cliente leal
CUST932,308,1,100,1,5,2,152,8,En riesgo
CUST933,333,1,30,1,5,1,151,7,En riesgo
CUST934,161,1,500,3,5,4,354,12,Cliente leal
CUST935,115,1,50,4,5,1,451,10,Cliente leal
CUST936,329,1,200,1,5,3,153,9,En riesgo
CUST937,71,1,500,5,5,4,554,14,Campeon
CUST938,44,1,200,5,5,3,553,13,Cliente leal
CUST939,15,1,300,5,5,4,554,14,Campeon
CUST940,339,1,30,1,5,1,151,7,En riesgo
CUST941,289,1,50,2,5,1,251,8,En riesgo
CUST942,290,1,1500,1,5,5,155,11,En riesgo
CUST943,78,1,1200,4,5,5,455,14,Campeon
CUST944,211,1,50,3,5,1,351,9,Cliente leal
CUST945,323,1,25,1,5,1,151,7,En riesgo
CUST946,239,1,2000,2,5,5,255,12,En riesgo
CUST947,306,1,300,1,5,4,154,10,En riesgo
CUST948,81,1,75,4,5,2,452,11,Cliente leal
CUST949,153,1,50,3,5,1,351,9,Cliente leal
CUST950,56,1,900,5,5,4,554,14,Campeon
CUST951,61,1,100,5,5,2,552,12,Cliente leal
CUST952,50,1,25,5,5,1,551,11,Cliente leal
CUST953,251,1,90,2,5,2,252,9,En riesgo
CUST954,99,1,900,4,5,4,454,13,Campeon
CUST955,172,1,25,3,5,1,351,9,Cliente leal
CUST956,136,1,1500,4,5,5,455,14,Campeon
CUST957,140,1,120,4,5,3,453,12,Cliente leal
CUST958,214,1,50,3,5,1,351,9,Cliente leal
CUST959,65,1,60,5,5,2,552,12,Cliente leal
CUST960,147,1,60,4,5,2,452,11,Cliente leal
CUST961,210,1,200,3,5,3,353,11,Cliente leal
CUST962,75,1,60,4,5,2,452,11,Cliente leal
CUST963,49,1,50,5,5,1,551,11,Cliente leal
CUST964,336,1,900,1,5,4,154,10,En riesgo
CUST965,54,1,200,5,5,3,553,13,Cliente leal
CUST966,316,1,1000,1,5,4,154,10,En riesgo
CUST967,260,1,25,2,5,1,251,8,En riesgo
CUST968,46,1,900,5,5,4,554,14,Campeon
CUST969,258,1,900,2,5,4,254,11,En riesgo
CUST970,231,1,2000,2,5,5,255,12,En riesgo
CUST971,28,1,200,5,5,3,553,13,Cliente leal
CUST972,325,1,100,1,5,2,152,8,En riesgo
CUST973,286,1,50,2,5,1,251,8,En riesgo
CUST974,244,1,30,2,5,1,251,8,En riesgo
CUST975,278,1,200,2,5,3,253,10,En riesgo
CUST976,84,1,600,4,5,4,454,13,Campeon
CUST977,328,1,75,1,5,2,152,8,En riesgo
CUST978,286,1,150,2,5,3,253,10,En riesgo
CUST979,365,1,25,1,5,1,151,7,En riesgo
CUST980,157,1,75,3,5,2,352,10,Cliente leal
CUST981,136,1,60,4,5,2,452,11,Cliente leal
CUST982,14,1,90,5,5,2,552,12,Cliente leal
CUST983,62,1,300,5,5,4,554,14,Campeon
CUST984,126,1,500,4,5,4,454,13,Campeon
CUST985,217,1,50,3,5,1,351,9,Cliente leal
CUST986,350,1,1000,1,5,4,154,10,En riesgo
CUST987,248,1,900,2,5,4,254,11,En riesgo
CUST988,219,1,75,3,5,2,352,10,Cliente leal
CUST989,5,1,25,5,5,1,551,11,Cliente leal
CUST990,222,1,1000,3,5,4,354,12,Cliente leal
CUST991,7,1,100,5,5,2,552,12,Cliente leal
CUST992,134,1,60,4,5,2,452,11,Cliente leal
CUST993,330,1,150,1,5,3,153,9,En riesgo
CUST994,15,1,1000,5,5,4,554,14,Campeon
CUST995,247,1,30,2,5,1,251,8,En riesgo
CUST996,231,1,50,2,5,1,251,8,En riesgo
CUST997,46,1,90,5,5,2,552,12,Cliente leal
CUST998,65,1,100,5,5,2,552,12,Cliente leal
CUST999,28,1,150,5,5,3,553,13,Cliente leal
